id,Data source citation,Class,Order,Family,Genus,Species,Sub species,Authority,Common Name,Location of population,Country list,Region,Decimal Latitude,Decimal Longitude,Are coordinates for specific location?,system,biome,realm,Native,Alien,Invasive,Units,Sampling method,Data transformed,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
4545,"Stirling, I. (2002). Polar bears and seals in the eastern Beaufort Sea and Amundsen Gulf: A synthesis of population trends and ecological relationships over three decades."" Arctic 55(Supp.1): 59-76.""",Mammalia,Carnivora,Phocidae,Pusa,hispida,,"(Schreber, 1775)",Ringed seal,eastern Beaufort Sea,"Canada, United States",North America,75,-141,FALSE,Marine,Unknown,Arctic,Yes,No,No,Seals per 100km²,Unspecified,No,,,,,,,,,,,,,42,,15,8,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6090," Bowen, W. D. (1985). Harp Seal Feeding and Interactions with Commercial Fisheries in the North-west Atlantic. Marine Mammals and Fisheries. J. R. Beddington, Beverton, J.H. & Lavigne, D.M.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,.",Actinopterygii,Osmeriformes,Osmeridae,Mallotus,villosus,,"(Müller, 1776)",Capelin,NAFO 0 to 4,Canada,North America,60,-70,FALSE,Marine,Unknown,Arctic,Yes,No,No,Tonnes (x10^3),Unknown,No,5,10,75,175,185,360,355,225,85,30,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8084," Stirling, I., T. L. McDonald, et al. (2007). Polar Bear Population Status in the Northern Beaufort Sea. U. S. D. o. t. Interior, U.S. Geological Survey, Reston, Virginia: 2007.",Mammalia,Carnivora,Ursidae,Ursus,maritimus,,"Phipps, 1774",Polar bear,Northern beaufort sea population,Canada,North America,75.37972,-125.73556,FALSE,Marine,Unknown,Arctic,Yes,No,No,Population estimate,Modelled estimated during intensive capture years,No,,,354.81,714.96,691.45,1220.17,1220.08,1001.07,901.17,1391.03,,,,,,860.77,836.88,902.98,,366.82,,255.55,184.03,425.11,257.5,,,,,,786.76,,,1302.53,1093.06,1229.84,,,,,,,,,
12449,"Harwood, L. A., J. Auld, et al. (2010). Distribution of bowhead whales in the SE Beaufort Sea during late summer"," 2007-2009."" DFO Can. Sci. Advis. Sec. Res. Doc. 2009/111: iv + 22 p.""",Mammalia,Cetacea,Balaenidae,Balaena,mysticetus,"Linnaeus, 1758",Bowhead whale,Canadian Beaufort Sea,Canada,North America,70.005567,-134.78714,FALSE,Marine,Unknown,Arctic,Yes,No,No,Number per 100km2,Systematic strip-transect aerial surveys on whale observations,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,2.62,0.66,,,,,
12948,"Mallory, M. L., A. J. A., et al. (2009). Status of High Arctic Black-legged kittiwake (Rissa tridactyla) colonies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12951,"Mallory, M. L., A. J. A., et al. (2009). Status of High Arctic Black-legged kittiwake (Rissa tridactyla) colonies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13531,"Environment Canada (2015). North American Breeding Bird Survey - Canadian Trends Website."" Data-version 2014. from http://www.ec.gc.ca/ron-bbs/P001/A001/?lang=e.""",Aves,Charadriiformes,Laridae,Sterna,paradisaea,,"Pontoppidan, 1763",Arctic tern,Canada,Canada,North America,60.108611,-113.6425,FALSE,Marine,Unknown,Arctic,Yes,No,No,Annual Index,Volunteer survey of set routes during peak breeding season,No,,,,,15.3,15.1,14.5,14.6,14.1,13.4,13.1,12.8,12.5,12.3,11.9,11.6,11.2,11.1,11.2,10.1,9.81,9.76,9.3,9.65,9.21,8.94,8.73,8.67,7.75,7.98,7.96,7.95,7.42,7.55,7.09,7.08,6.96,6.3,6.3,6.48,6.02,5.96,5.88,5.65,5.51
13715,"Environment Canada (2015). North American Breeding Bird Survey - Canadian Trends Website."" Data-version 2014. from http://www.ec.gc.ca/ron-bbs/P001/A001/?lang=e.""",Aves,Charadriiformes,Laridae,Larus,canus,,"Linnaeus, 1758",Mew gull,Yukon,Canada,North America,63.748366,-136.036766,FALSE,Marine,Unknown,Arctic,Yes,No,No,Annual Index,Volunteer survey of set routes during peak breeding season,No,,,,6.11,5.95,5.7,5.62,5.4,5.26,5.06,4.91,4.75,4.72,4.48,4.34,4.18,4.14,3.69,3.71,3.95,3.51,3.36,3.24,3.17,3.18,3.14,2.98,2.89,2.87,2.68,2.66,2.62,2.4,2.33,2.31,2.26,2.15,2.06,1.98,1.98,1.89,1.81,1.77,1.74,1.65
13753,"Environment Canada (2015). North American Breeding Bird Survey - Canadian Trends Website."" Data-version 2014. from http://www.ec.gc.ca/ron-bbs/P001/A001/?lang=e.""",Aves,Charadriiformes,Laridae,Sterna,paradisaea,,"Pontoppidan, 1763",Arctic tern,Yukon,Canada,North America,63.748366,-136.036766,FALSE,Marine,Unknown,Arctic,Yes,No,No,Annual Index,Volunteer survey of set routes during peak breeding season,No,,,,,,,0.455,0.434,0.421,0.413,0.394,0.385,0.383,0.369,0.363,0.349,0.329,0.307,0.309,0.335,0.281,0.346,0.305,0.307,0.272,0.249,0.255,0.241,0.259,0.23,0.253,0.218,0.233,0.215,0.189,0.189,0.177,0.193,0.179,0.192,0.163,0.169,0.181,0.176,0.16
14133,"Environment Canada (2015). North American Breeding Bird Survey - Canadian Trends Website."" Data-version 2014. from http://www.ec.gc.ca/ron-bbs/P001/A001/?lang=e.""",Aves,Charadriiformes,Laridae,Larus,smithsonianus,,"Coues, 1862",Arctic herring gull,Yukon,Canada,North America,63.748366,-136.036766,FALSE,Marine,Unknown,Arctic,Yes,No,No,Annual Index,Volunteer survey of set routes during peak breeding season,No,,,,3.19,3.18,3.16,3.08,3.01,2.96,2.94,2.89,2.79,2.72,2.7,2.66,2.61,2.41,2.49,2.38,2.38,2.34,2.38,2.39,2.3,2.38,2.23,2.11,2.05,2.07,2.05,1.97,1.95,1.87,1.82,1.87,1.72,1.67,1.74,1.69,1.6,1.69,1.53,1.61,1.5,1.53
18106,"Environment Canada (2015). North American Breeding Bird Survey - Canadian Trends Website."" Data-version 2014. from http://www.ec.gc.ca/ron-bbs/P001/A001/?lang=e.""",Aves,Charadriiformes,Laridae,Larus,smithsonianus,,"Coues, 1862",Arctic herring gull,Northwest Territories,Canada,North America,64.407745,-120.52011,FALSE,Marine,Unknown,Arctic,Yes,No,No,Annual Index,Volunteer survey of set routes during peak breeding season,No,0.026,0.027,0.026,0.026,0.026,0.028,0.028,0.027,0.028,0.028,0.028,0.029,0.029,0.03,0.03,0.03,0.032,0.031,0.033,0.032,0.034,0.035,0.033,0.035,0.035,0.037,0.035,0.036,0.036,0.037,0.038,0.038,0.039,0.04,0.04,0.042,0.041,0.042,0.042,0.041,0.045,0.042,0.043,0.045,0.044
